dexnum,name,generation,type1,type2,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,percent_male,percent_female
680,Doublade,6,Steel,Ghost,0.8,4.5,No Guard,,,59,110,150,45,49,35,448,50.0,50.0
681,Aegislash,6,Steel,Ghost,1.7,53.0,Stance Change,,,60,50,140,50,140,60,500,50.0,50.0
682,Spritzee,6,Fairy,,0.2,0.5,Healer,Aroma Veil,,78,52,60,63,65,23,341,50.0,50.0
683,Aromatisse,6,Fairy,,0.8,15.5,Healer,Aroma Veil,,101,72,72,99,89,29,462,50.0,50.0
684,Swirlix,6,Fairy,,0.4,3.5,Sweet Veil,Unburden,,62,48,66,59,57,49,341,50.0,50.0
685,Slurpuff,6,Fairy,,0.8,5.0,Sweet Veil,Unburden,,82,80,86,85,75,72,480,50.0,50.0
686,Inkay,6,Dark,Psychic,0.4,3.5,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,50.0,50.0
687,Malamar,6,Dark,Psychic,1.5,47.0,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,50.0,50.0
688,Binacle,6,Rock,Water,0.5,31.0,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50,306,50.0,50.0
689,Barbaracle,6,Rock,Water,1.3,96.0,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68,500,50.0,50.0
690,Skrelp,6,Poison,Water,0.5,7.3,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,50.0,50.0
691,Dragalge,6,Poison,Dragon,1.8,81.5,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,50.0,50.0
692,Clauncher,6,Water,,0.5,8.3,Mega Launcher,,,50,53,62,58,63,44,330,50.0,50.0
693,Clawitzer,6,Water,,1.3,35.3,Mega Launcher,,,71,73,88,120,89,59,500,50.0,50.0
694,Helioptile,6,Electric,Normal,0.5,6.0,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,50.0,50.0
695,Heliolisk,6,Electric,Normal,1.0,21.0,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,50.0,50.0
696,Tyrunt,6,Rock,Dragon,0.8,26.0,Strong Jaw,Sturdy,,58,89,77,45,45,48,362,87.5,12.5
697,Tyrantrum,6,Rock,Dragon,2.5,270.0,Strong Jaw,Rock Head,,82,121,119,69,59,71,521,87.5,12.5
698,Amaura,6,Rock,Ice,1.3,25.2,Refrigerate,Snow Warning,,77,59,50,67,63,46,362,87.5,12.5
699,Aurorus,6,Rock,Ice,2.7,225.0,Refrigerate,Snow Warning,,123,77,72,99,92,58,521,87.5,12.5
700,Sylveon,6,Fairy,,1.0,23.5,Cute Charm,Pixilate,,95,65,65,110,130,60,525,87.5,12.5
701,Hawlucha,6,Fighting,Flying,0.8,21.5,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,50.0,50.0
702,Dedenne,6,Electric,Fairy,0.2,2.2,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,50.0,50.0
703,Carbink,6,Rock,Fairy,0.3,5.7,Clear Body,Sturdy,,50,50,150,50,150,50,500,,
704,Goomy,6,Dragon,,0.3,2.8,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,50.0,50.0
705,Sliggoo,6,Dragon,,0.8,17.5,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,50.0,50.0
706,Goodra,6,Dragon,,2.0,150.5,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,50.0,50.0
707,Klefki,6,Steel,Fairy,0.2,3.0,Prankster,Magician,,57,80,91,80,87,75,470,50.0,50.0
708,Phantump,6,Ghost,Grass,0.4,7.0,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,50.0,50.0
709,Trevenant,6,Ghost,Grass,1.5,71.0,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,50.0,50.0
710,Pumpkaboo,6,Ghost,Grass,0.4,5.0,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,50.0,50.0
711,Gourgeist,6,Ghost,Grass,0.9,12.5,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,50.0,50.0
712,Bergmite,6,Ice,,1.0,99.5,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,50.0,50.0
713,Avalugg,6,Ice,,2.0,505.0,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,50.0,50.0
714,Noibat,6,Flying,Dragon,0.5,8.0,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,50.0,50.0
715,Noivern,6,Flying,Dragon,1.5,85.0,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,50.0,50.0
716,Xerneas,6,Fairy,,3.0,215.0,Fairy Aura,,,126,131,95,131,98,99,680,,
717,Yveltal,6,Dark,Flying,5.8,203.0,Dark Aura,,,126,131,95,131,98,99,680,,
718,Zygarde,6,Dragon,Ground,5.0,305.0,Aura Break,Power Construct,,108,100,121,81,95,95,600,,
719,Diancie,6,Rock,Fairy,0.7,8.8,Clear Body,,,50,100,150,100,150,50,600,,
720,Hoopa,6,Psychic,Ghost,0.5,9.0,Magician,,,80,110,60,150,130,70,600,,
721,Volcanion,6,Fire,Water,1.7,195.0,Water Absorb,,,80,110,120,130,90,70,600,,
722,Rowlet,7,Grass,Flying,0.3,1.5,Overgrow,Long Reach,,68,55,55,50,50,42,320,87.5,12.5
723,Dartrix,7,Grass,Flying,0.7,16.0,Overgrow,Long Reach,,78,75,75,70,70,52,420,87.5,12.5
724,Decidueye,7,Grass,Ghost,1.6,36.6,Overgrow,Long Reach,,78,107,75,100,100,70,530,87.5,12.5
725,Litten,7,Fire,,0.4,4.3,Blaze,Intimidate,,45,65,40,60,40,70,320,87.5,12.5
726,Torracat,7,Fire,,0.7,25.0,Blaze,Intimidate,,65,85,50,80,50,90,420,87.5,12.5
727,Incineroar,7,Fire,Dark,1.8,83.0,Blaze,Intimidate,,95,115,90,80,90,60,530,87.5,12.5
728,Popplio,7,Water,,0.4,7.5,Torrent,Liquid Voice,,50,54,54,66,56,40,320,87.5,12.5
729,Brionne,7,Water,,0.6,17.5,Torrent,Liquid Voice,,60,69,69,91,81,50,420,87.5,12.5
730,Primarina,7,Water,Fairy,1.8,44.0,Torrent,Liquid Voice,,80,74,74,126,116,60,530,87.5,12.5
731,Pikipek,7,Normal,Flying,0.3,1.2,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,50.0,50.0
732,Trumbeak,7,Normal,Flying,0.6,14.8,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,50.0,50.0
733,Toucannon,7,Normal,Flying,1.1,26.0,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,50.0,50.0
734,Yungoos,7,Normal,,0.4,6.0,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45,253,50.0,50.0
735,Gumshoos,7,Normal,,0.7,14.2,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45,418,50.0,50.0
736,Grubbin,7,Bug,,0.4,4.4,Swarm,,,47,62,45,55,45,46,300,50.0,50.0
737,Charjabug,7,Bug,Electric,0.5,10.5,Battery,,,57,82,95,55,75,36,400,50.0,50.0
738,Vikavolt,7,Bug,Electric,1.5,45.0,Levitate,,,77,70,90,145,75,43,500,50.0,50.0
739,Crabrawler,7,Fighting,,0.6,7.0,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,50.0,50.0
740,Crabominable,7,Fighting,Ice,1.7,180.0,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,50.0,50.0
741,Oricorio,7,Fire,Flying,0.6,3.4,Dancer,,,75,70,70,98,70,93,476,25.0,75.0
742,Cutiefly,7,Bug,Fairy,0.1,0.2,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,50.0,50.0
743,Ribombee,7,Bug,Fairy,0.2,0.5,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,50.0,50.0
744,Rockruff,7,Rock,,0.5,9.2,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,280,50.0,50.0
745,Lycanroc,7,Rock,,0.8,25.0,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,50.0,50.0
746,Wishiwashi,7,Water,,0.2,0.3,Schooling,,,45,20,20,25,25,40,175,50.0,50.0
747,Mareanie,7,Poison,Water,0.4,8.0,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,50.0,50.0
748,Toxapex,7,Poison,Water,0.7,14.5,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,50.0,50.0
749,Mudbray,7,Ground,,1.0,110.0,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,50.0,50.0
750,Mudsdale,7,Ground,,2.5,920.0,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,50.0,50.0
751,Dewpider,7,Water,Bug,0.3,4.0,Water Bubble,Water Absorb,,38,40,52,40,72,27,269,50.0,50.0
752,Araquanid,7,Water,Bug,1.8,82.0,Water Bubble,Water Absorb,,68,70,92,50,132,42,454,50.0,50.0
753,Fomantis,7,Grass,,0.3,1.5,Leaf Guard,Contrary,,40,55,35,50,35,35,250,50.0,50.0
754,Lurantis,7,Grass,,0.9,18.5,Leaf Guard,Contrary,,70,105,90,80,90,45,480,50.0,50.0
755,Morelull,7,Grass,Fairy,0.2,1.5,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,50.0,50.0
756,Shiinotic,7,Grass,Fairy,1.0,11.5,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,50.0,50.0
757,Salandit,7,Poison,Fire,0.6,4.8,Corrosion,Oblivious,,48,44,40,71,40,77,320,87.5,12.5
758,Salazzle,7,Poison,Fire,1.2,22.2,Corrosion,Oblivious,,68,64,60,111,60,117,480,0.0,100.0
759,Stufful,7,Normal,Fighting,0.5,6.8,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,50.0,50.0
760,Bewear,7,Normal,Fighting,2.1,135.0,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,50.0,50.0
761,Bounsweet,7,Grass,,0.3,3.2,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,0.0,100.0
762,Steenee,7,Grass,,0.7,8.2,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,0.0,100.0
763,Tsareena,7,Grass,,1.2,21.4,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,0.0,100.0
764,Comfey,7,Fairy,,0.1,0.3,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,25.0,75.0
765,Oranguru,7,Normal,Psychic,1.5,76.0,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490,50.0,50.0
766,Passimian,7,Fighting,,2.0,82.8,Receiver,Defiant,,100,120,90,40,60,80,490,50.0,50.0
767,Wimpod,7,Bug,Water,0.5,12.0,Wimp Out,,,25,35,40,20,30,80,230,50.0,50.0
768,Golisopod,7,Bug,Water,2.0,108.0,Emergency Exit,,,75,125,140,60,90,40,530,50.0,50.0
769,Sandygast,7,Ghost,Ground,0.5,70.0,Water Compaction,Sand Veil,,55,55,80,70,45,15,320,50.0,50.0
770,Palossand,7,Ghost,Ground,1.3,250.0,Water Compaction,Sand Veil,,85,75,110,100,75,35,480,50.0,50.0
771,Pyukumuku,7,Water,,0.3,1.2,Innards Out,Unaware,,55,60,130,30,130,5,410,50.0,50.0
772,Type: Null,7,Normal,,1.9,120.5,Battle Armor,,,95,95,95,95,95,59,534,,
773,Silvally,7,Normal,,2.3,100.5,RKS System,,,95,95,95,95,95,95,570,,
774,Minior,7,Rock,Flying,0.3,40.0,Shields Down,,,60,60,100,60,100,60,440,,
775,Komala,7,Normal,,0.4,19.9,Comatose,,,65,115,65,75,95,65,480,50.0,50.0
776,Turtonator,7,Fire,Dragon,2.0,212.0,Shell Armor,,,60,78,135,91,85,36,485,50.0,50.0
777,Togedemaru,7,Electric,Steel,0.3,3.3,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,50.0,50.0
778,Mimikyu,7,Ghost,Fairy,0.2,0.7,Disguise,,,55,90,80,50,105,96,476,50.0,50.0
779,Bruxish,7,Water,Psychic,0.9,19.0,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475,50.0,50.0
780,Drampa,7,Normal,Dragon,3.0,185.0,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,50.0,50.0
781,Dhelmise,7,Ghost,Grass,3.9,210.0,Steelworker,,,70,131,100,86,90,40,517,,
782,Jangmo-o,7,Dragon,,0.6,29.7,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,50.0,50.0
783,Hakamo-o,7,Dragon,Fighting,1.2,47.0,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,50.0,50.0
784,Kommo-o,7,Dragon,Fighting,1.6,78.2,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,50.0,50.0
785,Tapu Koko,7,Electric,Fairy,1.8,20.5,Electric Surge,Telepathy,,70,115,85,95,75,130,570,,
786,Tapu Lele,7,Psychic,Fairy,1.2,18.6,Psychic Surge,Telepathy,,70,85,75,130,115,95,570,,
787,Tapu Bulu,7,Grass,Fairy,1.9,45.5,Grassy Surge,Telepathy,,70,130,115,85,95,75,570,,
788,Tapu Fini,7,Water,Fairy,1.3,21.2,Misty Surge,Telepathy,,70,75,115,95,130,85,570,,
789,Cosmog,7,Psychic,,0.2,0.1,Unaware,,,43,29,31,29,31,37,200,,
790,Cosmoem,7,Psychic,,0.1,999.9,Sturdy,,,43,29,131,29,131,37,400,,
791,Solgaleo,7,Psychic,Steel,3.4,230.0,Full Metal Body,,,137,137,107,113,89,97,680,,
792,Lunala,7,Psychic,Ghost,4.0,120.0,Shadow Shield,,,137,113,89,137,107,97,680,,
793,Nihilego,7,Rock,Poison,1.2,55.5,Beast Boost,,,109,53,47,127,131,103,570,,
794,Buzzwole,7,Bug,Fighting,2.4,333.6,Beast Boost,,,107,139,139,53,53,79,570,,
795,Pheromosa,7,Bug,Fighting,1.8,25.0,Beast Boost,,,71,137,37,137,37,151,570,,
796,Xurkitree,7,Electric,,3.8,100.0,Beast Boost,,,83,89,71,173,71,83,570,,
797,Celesteela,7,Steel,Flying,9.2,999.9,Beast Boost,,,97,101,103,107,101,61,570,,
798,Kartana,7,Grass,Steel,0.3,0.1,Beast Boost,,,59,181,131,59,31,109,570,,
799,Guzzlord,7,Dark,Dragon,5.5,888.0,Beast Boost,,,223,101,53,97,53,43,570,,
800,Necrozma,7,Psychic,,2.4,230.0,Prism Armor,,,97,107,101,127,89,79,600,,
801,Magearna,7,Steel,Fairy,1.0,80.5,Soul-Heart,,,80,95,115,130,115,65,600,,
802,Marshadow,7,Fighting,Ghost,0.7,22.2,Technician,,,90,125,80,90,90,125,600,,
803,Poipole,7,Poison,,0.6,1.8,Beast Boost,,,67,73,67,73,67,73,420,,
804,Naganadel,7,Poison,Dragon,3.6,150.0,Beast Boost,,,73,73,73,127,73,121,540,,
805,Stakataka,7,Rock,Steel,5.5,820.0,Beast Boost,,,61,131,211,53,101,13,570,,
806,Blacephalon,7,Fire,Ghost,1.8,13.0,Beast Boost,,,53,127,53,151,79,107,570,,
807,Zeraora,7,Electric,,1.5,44.5,Volt Absorb,,,88,112,75,102,80,143,600,,
808,Meltan,7,Steel,,0.2,8.0,Magnet Pull,,,46,65,65,55,35,34,300,,
809,Melmetal,7,Steel,,2.5,800.0,Iron Fist,,,135,143,143,80,65,34,600,,
810,Grookey,8,Grass,,0.3,5.0,Overgrow,Grassy Surge,,50,65,50,40,40,65,310,87.5,12.5
811,Thwackey,8,Grass,,0.7,14.0,Overgrow,Grassy Surge,,70,85,70,55,60,80,420,87.5,12.5
812,Rillaboom,8,Grass,,2.1,90.0,Overgrow,Grassy Surge,,100,125,90,60,70,85,530,87.5,12.5
813,Scorbunny,8,Fire,,0.3,4.5,Blaze,Libero,,50,71,40,40,40,69,310,87.5,12.5
814,Raboot,8,Fire,,0.6,9.0,Blaze,Libero,,65,86,60,55,60,94,420,87.5,12.5
815,Cinderace,8,Fire,,1.4,33.0,Blaze,Libero,,80,116,75,65,75,119,530,87.5,12.5
816,Sobble,8,Water,,0.3,4.0,Torrent,Sniper,,50,40,40,70,40,70,310,87.5,12.5
817,Drizzile,8,Water,,0.7,11.5,Torrent,Sniper,,65,60,55,95,55,90,420,87.5,12.5
818,Inteleon,8,Water,,1.9,45.2,Torrent,Sniper,,70,85,65,125,65,120,530,87.5,12.5
819,Skwovet,8,Normal,,0.3,2.5,Cheek Pouch,Gluttony,,70,55,55,35,35,25,275,50.0,50.0
820,Greedent,8,Normal,,0.6,6.0,Cheek Pouch,Gluttony,,120,95,95,55,75,20,460,50.0,50.0
821,Rookidee,8,Flying,,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,50.0,50.0
822,Corvisquire,8,Flying,,0.8,16.0,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,50.0,50.0
823,Corviknight,8,Flying,Steel,2.2,75.0,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,50.0,50.0
824,Blipbug,8,Bug,,0.4,8.0,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,50.0,50.0
825,Dottler,8,Bug,Psychic,0.4,19.5,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,50.0,50.0
826,Orbeetle,8,Bug,Psychic,0.4,40.8,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,50.0,50.0
827,Nickit,8,Dark,,0.6,8.9,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,50.0,50.0
828,Thievul,8,Dark,,1.2,19.9,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,50.0,50.0
829,Gossifleur,8,Grass,,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,50.0,50.0
830,Eldegoss,8,Grass,,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,50.0,50.0
831,Wooloo,8,Normal,,0.6,6.0,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,50.0,50.0
832,Dubwool,8,Normal,,1.3,43.0,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,50.0,50.0
833,Chewtle,8,Water,,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,50.0,50.0
834,Drednaw,8,Water,Rock,1.0,115.5,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,50.0,50.0
835,Yamper,8,Electric,,0.3,13.5,Ball Fetch,Rattled,,59,45,50,40,50,26,270,50.0,50.0
836,Boltund,8,Electric,,1.0,34.0,Strong Jaw,Competitive,,69,90,60,90,60,121,490,50.0,50.0
837,Rolycoly,8,Rock,,0.3,12.0,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,50.0,50.0
838,Carkol,8,Rock,Fire,1.1,78.0,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,50.0,50.0
839,Coalossal,8,Rock,Fire,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,50.0,50.0
840,Applin,8,Grass,Dragon,0.2,0.5,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,50.0,50.0
841,Flapple,8,Grass,Dragon,0.3,1.0,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,50.0,50.0
842,Appletun,8,Grass,Dragon,0.4,13.0,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,50.0,50.0
843,Silicobra,8,Ground,,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,50.0,50.0
844,Sandaconda,8,Ground,,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,50.0,50.0
845,Cramorant,8,Flying,Water,0.8,18.0,Gulp Missile,,,70,85,55,85,95,85,475,50.0,50.0
846,Arrokuda,8,Water,,0.5,1.0,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280,50.0,50.0
847,Barraskewda,8,Water,,1.3,30.0,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490,50.0,50.0
848,Toxel,8,Electric,Poison,0.4,11.0,Rattled,Static,Klutz,40,38,35,54,35,40,242,50.0,50.0
849,Toxtricity,8,Electric,Poison,1.6,40.0,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,50.0,50.0
850,Sizzlipede,8,Fire,Bug,0.7,1.0,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,50.0,50.0
851,Centiskorch,8,Fire,Bug,3.0,120.0,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,50.0,50.0
852,Clobbopus,8,Fighting,,0.6,4.0,Limber,Technician,,50,68,60,50,50,32,310,50.0,50.0
853,Grapploct,8,Fighting,,1.6,39.0,Limber,Technician,,80,118,90,70,80,42,480,50.0,50.0
854,Sinistea,8,Ghost,,0.1,0.2,Weak Armor,Cursed Body,,40,45,45,74,54,50,308,,
855,Polteageist,8,Ghost,,0.2,0.4,Weak Armor,Cursed Body,,60,65,65,134,114,70,508,,
856,Hatenna,8,Psychic,,0.4,3.4,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,0.0,100.0
857,Hattrem,8,Psychic,,0.6,4.8,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,0.0,100.0
858,Hatterene,8,Psychic,Fairy,2.1,5.1,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,0.0,100.0
859,Impidimp,8,Dark,Fairy,0.4,5.5,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,100.0,0.0
860,Morgrem,8,Dark,Fairy,0.8,12.5,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,100.0,0.0
861,Grimmsnarl,8,Dark,Fairy,1.5,61.0,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,100.0,0.0
862,Obstagoon,8,Dark,Normal,1.6,46.0,Reckless,Guts,Defiant,93,90,101,60,81,95,520,50.0,50.0
863,Perrserker,8,Steel,,0.8,28.0,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,50.0,50.0
864,Cursola,8,Ghost,,1.0,0.4,Weak Armor,Perish Body,,60,95,50,145,130,30,510,25.0,75.0
865,Sirfetch'd,8,Fighting,,0.8,117.0,Steadfast,Scrappy,,62,135,95,68,82,65,507,50.0,50.0
866,Mr. Rime,8,Ice,Psychic,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,50.0,50.0
867,Runerigus,8,Ground,Ghost,1.6,66.6,Wandering Spirit,,,58,95,145,50,105,30,483,50.0,50.0
868,Milcery,8,Fairy,,0.2,0.3,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270,0.0,100.0
869,Alcremie,8,Fairy,,0.3,0.5,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495,0.0,100.0
870,Falinks,8,Fighting,,3.0,62.0,Battle Armor,Defiant,,65,100,100,70,60,75,470,,
871,Pincurchin,8,Electric,,0.3,1.0,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435,50.0,50.0
872,Snom,8,Ice,Bug,0.3,3.8,Shield Dust,Ice Scales,,30,25,35,45,30,20,185,50.0,50.0
873,Frosmoth,8,Ice,Bug,1.3,42.0,Shield Dust,Ice Scales,,70,65,60,125,90,65,475,50.0,50.0
874,Stonjourner,8,Rock,,2.5,520.0,Power Spot,,,100,125,135,20,20,70,470,50.0,50.0
875,Eiscue,8,Ice,,1.4,89.0,Ice Face,,,75,80,110,65,90,50,470,50.0,50.0
876,Indeedee,8,Psychic,Normal,0.9,28.0,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,100.0,0.0
877,Morpeko,8,Electric,Dark,0.3,3.0,Hunger Switch,,,58,95,58,70,58,97,436,50.0,50.0
878,Cufant,8,Steel,,1.2,100.0,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330,50.0,50.0
879,Copperajah,8,Steel,,3.0,650.0,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500,50.0,50.0
880,Dracozolt,8,Electric,Dragon,1.8,190.0,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,,
881,Arctozolt,8,Electric,Ice,2.3,150.0,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,,
882,Dracovish,8,Water,Dragon,2.3,215.0,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,,
883,Arctovish,8,Water,Ice,2.0,175.0,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,,
884,Duraludon,8,Steel,Dragon,1.8,40.0,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,50.0,50.0
885,Dreepy,8,Dragon,Ghost,0.5,2.0,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,50.0,50.0
886,Drakloak,8,Dragon,Ghost,1.4,11.0,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,50.0,50.0
887,Dragapult,8,Dragon,Ghost,3.0,50.0,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,50.0,50.0
888,Zacian,8,Fairy,,2.8,110.0,Intrepid Sword,,,92,120,115,80,115,138,660,,
889,Zamazenta,8,Fighting,,2.9,210.0,Dauntless Shield,,,92,120,115,80,115,138,660,,
890,Eternatus,8,Poison,Dragon,20.0,950.0,Pressure,,,140,85,95,145,95,130,690,,
891,Kubfu,8,Fighting,,0.6,12.0,Inner Focus,,,60,90,60,53,50,72,385,87.5,12.5
892,Urshifu,8,Fighting,Dark,1.9,105.0,Unseen Fist,,,100,130,100,63,60,97,550,87.5,12.5
893,Zarude,8,Dark,Grass,1.8,70.0,Leaf Guard,,,105,120,105,70,95,105,600,,
894,Regieleki,8,Electric,,1.2,145.0,Transistor,,,80,100,50,100,50,200,580,,
895,Regidrago,8,Dragon,,2.1,200.0,Dragon's Maw,,,200,100,50,100,50,80,580,,
896,Glastrier,8,Ice,,2.2,800.0,Chilling Neigh,,,100,145,130,65,110,30,580,,
897,Spectrier,8,Ghost,,2.0,44.5,Grim Neigh,,,100,65,60,145,80,130,580,,
898,Calyrex,8,Psychic,Grass,1.1,7.7,Unnerve,,,100,80,80,80,80,80,500,,
899,Wyrdeer,8,Normal,Psychic,1.8,95.1,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525,50.0,50.0
900,Kleavor,8,Bug,Rock,1.8,89.0,Swarm,Sheer Force,Sharpness,70,135,95,45,70,85,500,50.0,50.0
901,Ursaluna,8,Ground,Normal,2.4,290.0,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550,50.0,50.0
902,Basculegion,8,Water,Ghost,3.0,110.0,Swift Swim,Adaptability,Mold Breaker,120,112,65,80,75,78,530,100.0,0.0
903,Sneasler,8,Fighting,Poison,1.3,43.0,Pressure,Unburden,Poison Touch,80,130,60,40,80,120,510,50.0,50.0
904,Overqwil,8,Dark,Poison,2.5,60.5,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510,50.0,50.0
905,Enamorus,8,Fairy,Flying,1.6,48.0,Cute Charm,Contrary,,74,115,70,135,80,106,580,0.0,100.0
906,Sprigatito,9,Grass,,0.4,4.1,Overgrow,Protean,,40,61,54,45,45,65,310,87.5,12.5
907,Floragato,9,Grass,,0.9,12.2,Overgrow,Protean,,61,80,63,60,63,83,410,87.5,12.5
908,Meowscarada,9,Grass,Dark,1.5,31.2,Overgrow,Protean,,76,110,70,81,70,123,530,87.5,12.5
909,Fuecoco,9,Fire,,0.4,9.8,Blaze,Unaware,,67,45,59,63,40,36,310,87.5,12.5
